G101765A,G101765A,4.7 inch,DA07_3,Main Screen Size,DA07
G101765A,G101765A,4GB RAM,DA13_3,RAM,DA13
G101765A,G101765A,5G Ready,DA14_1,Data Connectivity,DA14
G101765A,G101765A,64GB,DA04_7,Memory,DA04
G101765A,G101765A,7MP (Front),DA06_3,Front Camera,DA06
G101765A,G101765A,Apple,DA01_2,Brand,DA01
G101765A,G101765A,Current,PH_CURR,Product Phase,DT_PHASE
G101765A,G101765A,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101765A,G101765A,Guernsey,IS_GSY,Island,DT_ISLAND
G101765A,G101765A,Handset,HandSet,Main service,P_CATEGORY
G101765A,G101765A,IP67,DA08_4,Water Resistance,DA08
G101765A,G101765A,Midnight,DA03_26,Colour,DA03
G101765A,G101765A,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101765A,G101765A,No Extra,DA12_2,Expandable Storage,DA12
G101765A,G101765A,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101765A,G101765A,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101765A,G101765A,Show,DI_YES,Digital Display,DT_DISPLAY
G101765A,G101765A,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101765A,G101765A,Wireless,DA11_1,Charging,DA11
G101765A,G101765A,eSim capable,DA09_1,eSIM Capability,DA09
G101765A,G101765A,iPhone SE,DA02_20,Model,DA02
G101765B,G101765B,12MP (Main),DA05_3,Main Camera,DA05
G101765B,G101765B,2000,DA10_3,Battery Size (mAh),DA10
G101765B,G101765B,4.7 inch,DA07_3,Main Screen Size,DA07
G101765B,G101765B,4GB RAM,DA13_3,RAM,DA13
G101765B,G101765B,5G Ready,DA14_1,Data Connectivity,DA14
G101765B,G101765B,64GB,DA04_7,Memory,DA04
G101765B,G101765B,7MP (Front),DA06_3,Front Camera,DA06
G101765B,G101765B,Apple,DA01_2,Brand,DA01
G101765B,G101765B,Current,PH_CURR,Product Phase,DT_PHASE
G101765B,G101765B,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101765B,G101765B,Guernsey,IS_GSY,Island,DT_ISLAND
G101765B,G101765B,Handset,HandSet,Main service,P_CATEGORY
G101765B,G101765B,IP67,DA08_4,Water Resistance,DA08
G101765B,G101765B,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101765B,G101765B,No Extra,DA12_2,Expandable Storage,DA12
G101765B,G101765B,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101765B,G101765B,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101765B,G101765B,Show,DI_YES,Digital Display,DT_DISPLAY
G101765B,G101765B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101765B,G101765B,Starlight,DA03_45,Colour,DA03
G101765B,G101765B,Wireless,DA11_1,Charging,DA11
G101765B,G101765B,eSim capable,DA09_1,eSIM Capability,DA09
G101765B,G101765B,iPhone SE,DA02_20,Model,DA02
G101765C,G101765C,12MP (Main),DA05_3,Main Camera,DA05
G101765C,G101765C,2000,DA10_3,Battery Size (mAh),DA10
G101765C,G101765C,4.7 inch,DA07_3,Main Screen Size,DA07
G101765C,G101765C,4GB RAM,DA13_3,RAM,DA13
G101765C,G101765C,5G Ready,DA14_1,Data Connectivity,DA14
G101765C,G101765C,64GB,DA04_7,Memory,DA04
G101765C,G101765C,7MP (Front),DA06_3,Front Camera,DA06
G101765C,G101765C,Apple,DA01_2,Brand,DA01
G101765C,G101765C,Current,PH_CURR,Product Phase,DT_PHASE
G101765C,G101765C,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101765C,G101765C,Guernsey,IS_GSY,Island,DT_ISLAND
G101765C,G101765C,Handset,HandSet,Main service,P_CATEGORY
G101765C,G101765C,IP67,DA08_4,Water Resistance,DA08
G101765C,G101765C,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101765C,G101765C,No Extra,DA12_2,Expandable Storage,DA12
G101765C,G101765C,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101765C,G101765C,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101765C,G101765C,Red,DA03_39,Colour,DA03
G101765C,G101765C,Show,DI_YES,Digital Display,DT_DISPLAY
G101765C,G101765C,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101765C,G101765C,Wireless,DA11_1,Charging,DA11
G101765C,G101765C,eSim capable,DA09_1,eSIM Capability,DA09
G101765C,G101765C,iPhone SE,DA02_20,Model,DA02
G101766A,G101766A,128GB,DA04_8,Memory,DA04
G101766A,G101766A,12MP (Main),DA05_3,Main Camera,DA05
G101766A,G101766A,2000,DA10_3,Battery Size (mAh),DA10
G101766A,G101766A,4.7 inch,DA07_3,Main Screen Size,DA07
G101766A,G101766A,4GB RAM,DA13_3,RAM,DA13
G101766A,G101766A,5G Ready,DA14_1,Data Connectivity,DA14
G101766A,G101766A,7MP (Front),DA06_3,Front Camera,DA06
G101766A,G101766A,Apple,DA01_2,Brand,DA01
G101766A,G101766A,Current,PH_CURR,Product Phase,DT_PHASE
G101766A,G101766A,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101766A,G101766A,Guernsey,IS_GSY,Island,DT_ISLAND
G101766A,G101766A,Handset,HandSet,Main service,P_CATEGORY
G101766A,G101766A,IP67,DA08_4,Water Resistance,DA08
G101766A,G101766A,Midnight,DA03_26,Colour,DA03
G101766A,G101766A,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101766A,G101766A,No Extra,DA12_2,Expandable Storage,DA12
G101766A,G101766A,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101766A,G101766A,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101766A,G101766A,Show,DI_YES,Digital Display,DT_DISPLAY
G101766A,G101766A,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101766A,G101766A,Wireless,DA11_1,Charging,DA11
G101766A,G101766A,eSim capable,DA09_1,eSIM Capability,DA09
G101766A,G101766A,iPhone SE,DA02_20,Model,DA02
G101766B,G101766B,128GB,DA04_8,Memory,DA04
G101766B,G101766B,12MP (Main),DA05_3,Main Camera,DA05
G101766B,G101766B,2000,DA10_3,Battery Size (mAh),DA10
G101766B,G101766B,4.7 inch,DA07_3,Main Screen Size,DA07
G101766B,G101766B,4GB RAM,DA13_3,RAM,DA13
G101766B,G101766B,5G Ready,DA14_1,Data Connectivity,DA14
G101766B,G101766B,7MP (Front),DA06_3,Front Camera,DA06
G101766B,G101766B,Apple,DA01_2,Brand,DA01
G101766B,G101766B,Current,PH_CURR,Product Phase,DT_PHASE
G101766B,G101766B,Device,PT_DEVICE,Product Type,DT_PRODTYP
G101766B,G101766B,Guernsey,IS_GSY,Island,DT_ISLAND
G101766B,G101766B,Handset,HandSet,Main service,P_CATEGORY
G101766B,G101766B,IP67,DA08_4,Water Resistance,DA08
G101766B,G101766B,Mobile Handset,PG_MOBHSET,Product Group,DT_PRODGRP
G101766B,G101766B,No Extra,DA12_2,Expandable Storage,DA12
G101766B,G101766B,Non Foldable,PS_NOFOLD,Product Sub Group,DT_PRODSUB
G101766B,G101766B,PHS1,PROVIDE_PROFILE_CODE,NORMAL,WORK_ORDER
G101766B,G101766B,Show,DI_YES,Digital Display,DT_DISPLAY
G101766B,G101766B,Standalone,ST_STAND,Product Sale Type,DT_SALETYP
G101766B,G101766B,Starlight,DA03_45,Colour,DA03
G101766B,G101766B,Wireless,DA11_1,Charging,DA11
G101766B,G101766B,eSim capable,DA09_1,eSIM Capability,DA09
G101766B,G101766B,iPhone SE,DA02_20,Model,DA02
G101766C,G101766C,128GB,DA04_8,Memory,DA04
G101766C,G101766C,12MP (Main),DA05_3,Main Camera,DA05
G101766C,G101766C,2000,DA10_3,Battery Size (mAh),DA10
G101766C,G101766C,4.7 inch,DA07_3,Main Screen Size,DA07
G101766C,G101766C,4GB RAM,DA13_3,RAM,DA13
G101766C,G101766C,5G Ready,DA14_1,Data Connectivity,DA14
G101766C,G101766C,7MP (Front),DA06_3,Front Camera,DA06
G101766C,G101766C,Apple,DA01_2,Brand,DA01
G101766C,G101766C,Current,PH_CURR,Product Phase,DT_PHASE
